"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
h1_staff_initials,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Research Staff Initials:",,,alpha_only,,,,,y,,,,," @CHARLIMIT='3'"
h1_site,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Study Site: ",,,,,,,,,,,,," @HIDDEN @CALCTEXT( if ([study_forms_arm_1][b_site]='131265', ""Brown/Lifespan"", if ([study_forms_arm_1][b_site]='131266', ""Case Western Reserve University"", if ([study_forms_arm_1][b_site]='131516', ""Emory University"", if ([study_forms_arm_1][b_site]='131517', ""Johns Hopkins University"", if ([study_forms_arm_1][b_site]='131518', ""Oregon State University"", if ([study_forms_arm_1][b_site]='131519', ""University of Michigan"", if ([study_forms_arm_1][b_site]='131520', ""University of Pittsburgh"", if ([study_forms_arm_1][b_site]='131521', ""University of Wisconsin"" ,'')))))))))"
h1_facility,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Facility,,,,,,,,,,,,," @HIDDEN @CALCTEXT( if([study_forms_arm_1][b_facility]<>'', [study_forms_arm_1][b_facility],''))"
h1_lname_g,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Last name",,,,,,,,,,,,," @CALCTEXT( if([study_forms_arm_1][b_lname]<>'', [study_forms_arm_1][b_lname],''))"
h1_fname_g,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"First name",,,,,,,,,,,,," @CALCTEXT( if([study_forms_arm_1][b_fname]<>'', [study_forms_arm_1][b_fname],''))"
h1_assist,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Legal Guardian Status",,,,,,,,,,,,," @CALCTEXT( if([study_forms_arm_1][b_assist]='1', 'Yes', if([study_forms_arm_1][b_assist]='0', 'No', '')))"
h1_phone,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Phone,,,,,,,,,,,,," @CALCTEXT( if([study_forms_arm_1][b_phone]<>'', [study_forms_arm_1][b_phone], '')))"
h1_dob,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Date of Birth",,,,,,,,,,,,," @CALCTEXT(if([study_forms_arm_1][d1_dob]<>'', [study_forms_arm_1][d1_dob], if([study_forms_arm_1][d2_dob]<>'', [study_forms_arm_1][d2_dob], if([study_forms_arm_1][e_dob]<>'', [study_forms_arm_1][e_dob], ''))))"
h1_date,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Date form started:",,mm-dd-yyyy,date_mdy,2023-02-01,today,,,y,,,,," @TODAY @FORCE-MINMAX"
h1_time,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Time form started:",,"24-hour time format",time,,now,,,y,,,,," @NOW"
h1_server_date,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Auto Server Date",,,date_mdy,,,,,,,,,," @HIDDEN @TODAY-SERVER"
h1_server_time,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Auto Server Time",,,time,,,,,,,,,," @HIDDEN @NOW-SERVER"
h1_desc,resident_pcr_and_rapid_antigen_test_appendix_h1,,descriptive,"5. What is this person's",,,,,,,,,,,,,
h1_bu_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Homestead | 2, Miramar | 3, TCU | 4, The Avenue | 5, The Boulevard",,,,,,"[study_forms_arm_1][b_fac_bu] = '1'",,,,,," @DEFAULT='[study_forms_arm_1][d1_bu_unit1:value]'"
h1_bu_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, One East | 2, One North | 3, RRS/One South | 4, Two East | 5, Two North | 6, Two South",,,,,,"[study_forms_arm_1][b_fac_bu] = '2'",,,,,," @DEFAULT='[study_forms_arm_1][d1_bu_unit2:value]'"
h1_bu_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[study_forms_arm_1][b_fac_bu] = '3'",,,,,," @DEFAULT='[study_forms_arm_1][d1_bu_unit3:value]'"
h1_bu_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1N | 2, 1S | 3, 2E | 4, 2S | 5, 3N | 6, 3S | 7, Vent",,,,,,"[study_forms_arm_1][b_fac_bu] = '4'",,,,,," @DEFAULT='[study_forms_arm_1][d1_bu_unit4:value]'"
h1_bu_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, The Bay | 2, The Cove | 3, The Hill | 4, Green Homes",,,,,,"[study_forms_arm_1][b_fac_bu] = '5'",,,,,," @DEFAULT='[study_forms_arm_1][d1_bu_unit5:value]'"
h1_cwru_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, North | 2, South | 3, Dom Plus",,,,,,"[study_forms_arm_1][b_fac_cwru] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit1:value]'"
h1_cwru_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Floor 2 | 2, Floor 3 | 3, Floor 4",,,,,,"[study_forms_arm_1][b_fac_cwru] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit2:value]'"
h1_cwru_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Fairmont | 2, Beachwood | 3, Friedman | 4, Shaker | 5, Euclid | 6, Marcus | 7, Heights",,,,,,"[study_forms_arm_1][b_fac_cwru] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit3:value]'"
h1_cwru_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Myers | 2, Mandel",,,,,,"[study_forms_arm_1][b_fac_cwru] = '4' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit4:value]'"
h1_cwru_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Floor 2 | 2, Floor 3",,,,,,"[study_forms_arm_1][b_fac_cwru] = '5' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit5:value]'"
h1_cwru_unit6,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[study_forms_arm_1][b_fac_cwru] = '6' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit6:value]'"
h1_cwru_unit7,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 100 North | 2, 100 South | 3, 200 North | 4, 200 South | 5, 300 North | 6, 300 South",,,,,,"[study_forms_arm_1][b_fac_cwru] = '7' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit7:value]'"
h1_cwru_unit8,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 100 Branch | 2, 200 Branch | 3, 300 Branch | 4, 400 Branch",,,,,,"[study_forms_arm_1][b_fac_cwru] = '8' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit8:value]'"
h1_cwru_unit9,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 100s | 2, 200s | 3, 300s | 4, 400s",,,,,,"[study_forms_arm_1][b_fac_cwru] = '9' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit9:value]'"
h1_cwru_unit10,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 100 Wing | 2, 200 Wing | 3, 300 Wing | 4, 400 Wing",,,,,,"[study_forms_arm_1][b_fac_cwru] = '10' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit10:value]'"
h1_cwru_unit11,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Tulip Trail | 2, Orchid Way | 3, Daisy Avenue | 4, Iris Court",,,,,,"[study_forms_arm_1][b_fac_cwru] = '11' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit11:value]'"
h1_cwru_unit12,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Station 1 | 2, Station 3 | 3, Memory Care Neighborhood",,,,,,"[study_forms_arm_1][b_fac_cwru] = '12' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit12:value]'"
h1_cwru_unit13,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Floor 2 Wing 1 | 2, Floor 2 Wing 2 | 3, Floor 2 Wing 3 | 4, Floor 3 Wing 1 | 5, Floor 3 Wing 2 | 6, Floor 3 Wing 3",,,,,,"[study_forms_arm_1][b_fac_cwru] = '13' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit13:value]'"
h1_cwru_unit14,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Floor 1 | 2, Floor 2 Wing 1 | 3, Floor 2 Wing 2 | 4, Floor 2 Wing 3",,,,,,"[study_forms_arm_1][b_fac_cwru] = '14' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit14:value]'"
h1_cwru_unit15,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[study_forms_arm_1][b_fac_cwru] = '15' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_cwru_unit15:value]'"
h1_eu_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1st Victoria court/ A wing | 2, 1st Garden Trail | 3, 2nd Westing Way | 4, Basement Tailor Lane",,,,,,"[study_forms_arm_1][b_fac_eu] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_eu_unit1:value]'"
h1_eu_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 2nd floor north, south, middle | 2, 3rd floor north, south, middle | 3, 4th floor north, south, middle",,,,,,"[study_forms_arm_1][b_fac_eu] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_eu_unit2:value]'"
h1_eu_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 2 Blue | 2, 2 Green | 3, 2 Pink | 4, 3 Blue | 5, 3 Green | 6, 3 Pink",,,,,,"[study_forms_arm_1][b_fac_eu] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_eu_unit3:value]'"
h1_jhu_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Second Floor | 2, Third Floor",,,,,,"[study_forms_arm_1][b_fac_jhu] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_jhu_unit1:value]'"
h1_jhu_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, First Floor | 2, Second Floor",,,,,,"[study_forms_arm_1][b_fac_jhu] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_jhu_unit2:value]'"
h1_jhu_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 Renn | 2, MSU | 3, 2 Renn | 4, 2 West | 5, 3 South | 6, 2 South | 7, 3 South",,,,,,"[study_forms_arm_1][b_fac_jhu] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_jhu_unit3:value]'"
h1_jhu_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Park | 2, Brook | 3, Broadway",,,,,,"[study_forms_arm_1][b_fac_jhu] = '4' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_jhu_unit4:value]'"
h1_jhu_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Patuxent | 2, Chesapeake | 3, IP | 4, Atlantic 1 | 5, Atlantic 2 | 6, MSU",,,,,,"[study_forms_arm_1][b_fac_jhu] = '5' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_jhu_unit5:value]'"
h1_jhu_unit6,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Dorsey Unit | 2, Prospect",,,,,,"[study_forms_arm_1][b_fac_jhu] = '6' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_jhu_unit6:value]'"
h1_osu_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, East Hall | 2, South Hall 1 | 3, South Hall 2 | 4, West Hall",,,,,,"[study_forms_arm_1][b_fac_osu] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_osu_unit1:value]'"
h1_osu_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 2 West A | 2, 2 West B | 3, 3 West A | 4, 3 West B | 5, 4 West A | 6, 4 West B | 7, 5 West A | 8, 5 West B",,,,,,"[study_forms_arm_1][b_fac_osu] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_osu_unit2:value]'"
h1_osu_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing",,,,,,"[study_forms_arm_1][b_fac_osu] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_osu_unit3:value]'"
h1_osu_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, A Hall | 2, B Hall | 3, C Hall",,,,,,"[study_forms_arm_1][b_fac_osu] = '4' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_osu_unit4:value]'"
h1_osu_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[study_forms_arm_1][b_fac_osu] = '5' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_osu_unit5:value]'"
h1_um_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Maple (300/400) | 2, Beech (600/700) | 3, Cypress (100/200) | 4, Meadows (500)",,,,,,"[study_forms_arm_1][b_fac_um] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit1:value]'"
h1_um_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, LTC | 2, Rehab",,,,,,"[study_forms_arm_1][b_fac_um] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit2:value]'"
h1_um_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Lakevue A | 2, Lakevue B | 3, Valleyvue A | 4, Valleyvue B | 5, Horizonvue A | 6, Horizonvue B",,,,,,"[study_forms_arm_1][b_fac_um] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit3:value]'"
h1_um_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Trillium | 2, Lilac | 3, Appleblossom | 4, Wildflower | 5, Birch",,,,,,"[study_forms_arm_1][b_fac_um] = '4' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit4:value]'"
h1_um_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Green Gables | 2, Sherwood | 3, Camelot",,,,,,"[study_forms_arm_1][b_fac_um] = '5' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit5:value]'"
h1_um_unit6,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, MacRitchie | 2, McGuire | 3, COVID (4-bed unit)",,,,,,"[study_forms_arm_1][b_fac_um] = '6' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit6:value]'"
h1_um_unit7,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Brideway Blvd (B-Wing) | 2, Columbia Court (C-Wing) | 3, Dovecote Drive (D-Wing) | 4, East-Redies | 5, North-Redies | 6, South-Redies",,,,,,"[study_forms_arm_1][b_fac_um] = '7' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit7:value]'"
h1_um_unit8,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Maple Hall | 2, Cedar Hall | 3, Oak Hall",,,,,,"[study_forms_arm_1][b_fac_um] = '8' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_um_unit8:value]'"
h1_up_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Evergreen | 2, Hickory | 3, Redwood | 4, Willows",,,,,,"[study_forms_arm_1][b_fac_up] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_up_unit1:value]'"
h1_up_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Renaissance Hall | 2, 1st Floor | 3, Transitional Care Unit (TRU)",,,,,,"[study_forms_arm_1][b_fac_up] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_up_unit2:value]'"
h1_up_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, East  | 2, North | 3, West",,,,,,"[study_forms_arm_1][b_fac_up] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_up_unit3:value]'"
h1_up_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Transitional Care Unit (1st Fl TRU) | 2, 2nd Floor | 3, 3rd Floor",,,,,,"[study_forms_arm_1][b_fac_up] = '4' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_up_unit4:value]'"
h1_up_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 2nd Floor | 2, 3rd Floor | 3, Transitional Care Unit",,,,,,"[study_forms_arm_1][b_fac_up] = '5' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_up_unit5:value]'"
h1_up_unit6,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, Founders | 2, Lake | 3, West",,,,,,"[study_forms_arm_1][b_fac_up] = '6' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_up_unit6:value]'"
h1_uw_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '1' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit1:value]'"
h1_uw_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '2' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit2:value]'"
h1_uw_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '3' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit3:value]'"
h1_uw_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '4' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit4:value]'"
h1_uw_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '5' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit5:value]'"
h1_uw_unit6,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '6' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit6:value]'"
h1_uw_unit7,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '7' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit7:value]'"
h1_uw_unit8,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '8' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit8:value]'"
h1_uw_unit9,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '9' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit9:value]'"
h1_uw_unit10,resident_pcr_and_rapid_antigen_test_appendix_h1,,radio,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[study_forms_arm_1][b_fac_uw] = '10' ",,,,,," @DEFAULT='[study_forms_arm_1][d1_uw_unit10:value]'"
h1_unit1,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit1,,,,,,,,,,,,," @HIDDEN @CALCTEXT( if([study_forms_arm_1][b_fac_bu] = '1' and [event-name][h1_bu_unit1] = '1', 'Homestead',  if ([study_forms_arm_1][b_fac_bu] = '2' and [event-name][h1_bu_unit2] = '1', 'One East',  if ([study_forms_arm_1][b_fac_bu] = '3' and [event-name][h1_bu_unit3] = '1', 'A Wing',  if ([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '1', '1N',  if ([study_forms_arm_1][b_fac_bu] = '5' and [event-name][h1_bu_unit5] = '1', 'The Bay',  if ([study_forms_arm_1][b_fac_cwru] = '1' and [event-name][h1_cwru_unit1] = '1', 'North',  if ([study_forms_arm_1][b_fac_cwru] = '2' and [event-name][h1_cwru_unit2] = '1', 'Floor 2',  if ([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '1', 'Fairmont',  if ([study_forms_arm_1][b_fac_cwru] = '4' and [event-name][h1_cwru_unit4] = '1', 'Myers',  if ([study_forms_arm_1][b_fac_cwru] = '5' and [event-name][h1_cwru_unit5] = '1', 'Floor 2',  if ([study_forms_arm_1][b_fac_cwru] = '6' and [event-name][h1_cwru_unit6] = '1', '100 Area',  if ([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][h1_cwru_unit7] = '1', '100 North', if ([study_forms_arm_1][b_fac_cwru] = '8' and [event-name][h1_cwru_unit8] = '1', '100 Branch',  if ([study_forms_arm_1][b_fac_cwru] = '9' and [event-name][h1_cwru_unit9] = '1', '100s',  if ([study_forms_arm_1][b_fac_cwru] = '10' and [event-name][h1_cwru_unit10] = '1', '100 Wing',  if ([study_forms_arm_1][b_fac_cwru] = '11' and [event-name][h1_cwru_unit11] = '1', 'Tulip Trail',  if ([study_forms_arm_1][b_fac_cwru] = '12' and [event-name][h1_cwru_unit12] = '1', 'Station 1',  if ([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][h1_cwru_unit13] = '1', 'Floor 2 Wing 1',  if ([study_forms_arm_1][b_fac_cwru] = '14' and [event-name][h1_cwru_unit14] = '1', 'Floor 1', if ([study_forms_arm_1][b_fac_cwru] = '15' and [event-name][h1_cwru_unit15] = '1', '100 Area',  if ([study_forms_arm_1][b_fac_eu] = '1' and [event-name][h1_eu_unit1] = '1', ""1st Victoria court/ A wing"",  if ([study_forms_arm_1][b_fac_eu] = '2' and [event-name][h1_eu_unit2] = '1', ""2nd floor north, south, middle"",  if ([study_forms_arm_1][b_fac_eu] = '3' and [event-name][h1_eu_unit3] = '1', '2 Blue',  if ([study_forms_arm_1][b_fac_jhu] = '1' and [event-name][h1_jhu_unit1] = '1', 'Second Floor',  if ([study_forms_arm_1][b_fac_jhu] = '2' and [event-name][h1_jhu_unit2] = '1', 'First Floor', if ([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '1', '1 Renn',  if ([study_forms_arm_1][b_fac_jhu] = '4' and [event-name][h1_jhu_unit4] = '1', 'Park',  if ([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][h1_jhu_unit5] = '1', 'Patuxent',  if ([study_forms_arm_1][b_fac_jhu] = '6' and [event-name][h1_jhu_unit6] = '1', 'Dorsey Unit', if ([study_forms_arm_1][b_fac_osu] = '1' and [event-name][h1_osu_unit1] = '1', 'East Hall',  if ([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '1', '2 West A',  if ([study_forms_arm_1][b_fac_osu] = '3' and [event-name][h1_osu_unit3] = '1', 'A Wing',  if ([study_forms_arm_1][b_fac_osu] = '4' and [event-name][h1_osu_unit4] = '1', 'A Hall',  if ([study_forms_arm_1][b_fac_osu] = '5' and [event-name][h1_osu_unit5] = '1', 'A Wing',  if ([study_forms_arm_1][b_fac_um] = '1' and [event-name][h1_um_unit1] = '1', ""Maple (300/400)"",  if ([study_forms_arm_1][b_fac_um] = '2' and [event-name][h1_um_unit2] = '1', 'LTC',  if ([study_forms_arm_1][b_fac_um] = '3' and [event-name][h1_um_unit3] = '1', 'Lakevue A',  if ([study_forms_arm_1][b_fac_um] = '4' and [event-name][h1_um_unit4] = '1', 'Trillium',  if ([study_forms_arm_1][b_fac_um] = '5' and [event-name][h1_um_unit5] = '1', 'Green Gables', if ([study_forms_arm_1][b_fac_um] = '6' and [event-name][h1_um_unit6] = '1', 'MacRitchie',  if ([study_forms_arm_1][b_fac_um] = '7' and [event-name][h1_um_unit7] = '1', ""Brideway Blvd (B-Wing)"",  if ([study_forms_arm_1][b_fac_um] = '8' and [event-name][h1_um_unit8] = '1', 'Maple Hall',  if ([study_forms_arm_1][b_fac_up] = '1' and [event-name][h1_up_unit1] = '1', 'Evergreen',  if ([study_forms_arm_1][b_fac_up] = '2' and [event-name][h1_up_unit2] = '1', 'Renaissance Hall',  if ([study_forms_arm_1][b_fac_up] = '3' and [event-name][h1_up_unit3] = '1', 'East',  if ([study_forms_arm_1][b_fac_up] = '4' and [event-name][h1_up_unit4] = '1', ""Transitional Care Unit (1st Fl TRU)"",  if ([study_forms_arm_1][b_fac_up] = '5' and [event-name][h1_up_unit5] = '1', '2nd Floor',  if ([study_forms_arm_1][b_fac_up] = '6' and [event-name][h1_up_unit6] = '1', 'Founders','' )))))))))))))))))))))))))))))))))))))))))))))))))"
